Genome,Accession,RefSeq type,Source information,Number of segments,Genome length,Number of proteins,Genome Neighbors,Host,Date completed,Date updated,realm,Filename
Zucchini green mottle mosaic virus,NC_003878,complete,strain:Type strain; isolate:ZGMMV-K,-,6513,4,3,land plants,10/29/2001,08/13/2018,Riboviria,Zucchini_green_mottle_mosaic_virus
Zucchini shoestring virus,NC_043172,complete,isolate:RSA Patty pan,-,10308,2,3,land plants,06/28/2019,06/28/2019,Riboviria,Zucchini_shoestring_virus
Zucchini tigre mosaic virus,NC_023175,complete,isolate:Re01-25,-,10346,1,10,land plants,01/02/2014,08/13/2018,Riboviria,Zucchini_tigre_mosaic_virus
Zucchini yellow fleck virus,NC_043173,incomplete,isolate:It,-,1711,1,7,land plants,06/28/2019,06/28/2019,Riboviria,Zucchini_yellow_fleck_virus
Zucchini yellow mosaic virus,NC_003224,complete,isolate:TW-TN3,-,9591,2,134,land plants,07/20/1999,08/13/2018,Riboviria,Zucchini_yellow_mosaic_virus
Zygocactus virus X,NC_006059,complete,strain:B1,-,6624,5,1,land plants,07/21/2004,08/13/2018,Riboviria,Zygocactus_virus_X
maize Iranian mosaic virus,NC_036390,complete,isolate:Fars,-,12426,6,1,land plants,12/07/2017,08/13/2018,Riboviria,maize_Iranian_mosaic_virus
papaya mottle-associated virus,NC_076712,complete,-,-,9080,6,-,land plants,05/04/2023,05/05/2023,Riboviria,papaya_mottle-associated_virus
red clover-associated luteovirus,NC_076018,complete,-,-,5224,5,-,land plants,05/04/2023,05/05/2023,Riboviria,red_clover-associated_luteovirus
rice transitory yellowing virus,NC_003746,complete,-,-,14042,7,1,land plants,03/16/1998,08/13/2018,Riboviria,rice_transitory_yellowing_virus
rubber tree virus 1,NC_076715,complete,-,-,6811,2,-,land plants,05/04/2023,05/05/2023,Riboviria,rubber_tree_virus_1
Arabis mosaic virus small satellite RNA barley/CHE/1991,NC_018451,complete,isolate:ba,-,301,-,-,land plants,08/20/2012,08/13/2018,Satellites,Arabis_mosaic_virus_small_satellite_RNA_barleyCHE1991
Bamboo mosaic virus satellite RNA,NC_003497,complete,-,-,836,1,567,land plants,10/15/1994,08/13/2018,Satellites,Bamboo_mosaic_virus_satellite_RNA
Beet black scorch virus satellite RNA,NC_006460,complete,-,-,615,-,6,land plants,11/19/2004,08/13/2018,Satellites,Beet_black_scorch_virus_satellite_RNA
Begomovirus-associated DNA-II,NC_006956,complete,-,-,1032,-,-,land plants,04/07/2005,08/13/2018,Satellites,Begomovirus-associated_DNA-II
Begomovirus-associated DNA-III,NC_006957,complete,-,-,1209,-,-,land plants,04/07/2005,08/13/2018,Satellites,Begomovirus-associated_DNA-III
Carrot mottle mimic virus satellite RNA,NC_030648,complete,isolate:Thessaloniki,-,748,-,-,land plants,07/19/2016,08/13/2018,Satellites,Carrot_mottle_mimic_virus_satellite_RNA
Carrot mottle virus satellite RNA,NC_030649,complete,isolate:Quedlinburg,-,745,-,-,land plants,07/19/2016,08/13/2018,Satellites,Carrot_mottle_virus_satellite_RNA
Cassava satellite virus,NC_033817,complete,isolate:Casatv_Br,-,1228,2,-,land plants,02/27/2017,08/13/2018,Satellites,Cassava_satellite_virus
Cotton leaf curl Multan virus satellite U36-1,NC_007721,complete,-,-,1350,-,-,land plants,01/07/2006,08/13/2018,Satellites,Cotton_leaf_curl_Multan_virus_satellite_U36-1
Cucumber mosaic virus satellite RNA,NC_002602,complete,-,-,336,-,155,land plants,08/02/1993,08/13/2018,Satellites,Cucumber_mosaic_virus_satellite_RNA
Ethiopian tobacco bushy top virus satellite RNA,NC_024807,complete,isolate:18-2; culture-collection:DSMZ:PV-1033,-,521,-,-,land plants,09/11/2014,08/13/2018,Satellites,Ethiopian_tobacco_bushy_top_virus_satellite_RNA
Grapevine fanleaf virus satellite RNA,NC_003203,complete,-,-,1114,1,31,land plants,04/29/1993,08/13/2018,Satellites,Grapevine_fanleaf_virus_satellite_RNA
Groundnut rosette virus satellite RNA,NC_002738,complete,-,-,893,-,16,land plants,06/08/2000,08/13/2018,Satellites,Groundnut_rosette_virus_satellite_RNA
Hollyhock leaf crumple virus satellite DNA,NC_004092,complete,-,-,741,-,1,land plants,08/02/2002,08/13/2018,Satellites,Hollyhock_leaf_crumple_virus_satellite_DNA
Lucerne transient streak virus satellite RNA,NC_003798,complete,-,-,324,-,1,land plants,01/28/1986,08/13/2018,Satellites,Lucerne_transient_streak_virus_satellite_RNA
New World begomovirus associated satellite DNA isolate 177H3,NC_016963,complete,isolate:177H3,-,689,-,21,land plants,03/02/2012,08/13/2018,Satellites,New_World_begomovirus_associated_satellite_DNA_isolate_177H3
Olive viral satellite RNA,NC_022962,complete,isolate:Caltabellotta1,-,1118,1,-,land plants,11/29/2013,08/13/2018,Satellites,Olive_viral_satellite_RNA
Pea enation mosaic virus satellite RNA,NC_003854,complete,strain:WSG,-,717,-,13,land plants,03/07/1994,08/13/2018,Satellites,Pea_enation_mosaic_virus_satellite_RNA
Peanut stunt virus satellite RNA,NC_003855,complete,-,-,393,-,2,land plants,07/28/1997,08/13/2018,Satellites,Peanut_stunt_virus_satellite_RNA
Small begomovirus-associated satellite,NC_024777,complete,isolate:Sa19-S1,-,687,-,83,"invertebrates, land plants",09/02/2014,08/13/2018,Satellites,Small_begomovirus-associated_satellite
Tobacco bushy top virus satellite-like RNA,NC_006458,complete,isolate:SalR-YN1,-,781,-,5,land plants,07/03/2001,08/13/2018,Satellites,Tobacco_bushy_top_virus_satellite-like_RNA
Velvet tobacco mottle virus Satellite RNA,NC_003906,complete,-,-,366,-,2,land plants,08/02/1993,08/13/2018,Satellites,Velvet_tobacco_mottle_virus_Satellite_RNA
Ageratum leaf curl Cameroon betasatellite,NC_012557,complete,isolate:AGLI4B1,-,1389,1,9,land plants,04/09/2009,08/13/2018,Tolecusatellitidae,Ageratum_leaf_curl_Cameroon_betasatellite
Ageratum leaf curl betasatellite,NC_020889,complete,isolate:Sikar M 2,-,1335,1,10,land plants,04/02/2013,08/13/2018,Tolecusatellitidae,Ageratum_leaf_curl_betasatellite
Ageratum yellow leaf curl betasatellite,NC_005046,complete,-,-,1351,1,20,land plants,07/25/2003,08/13/2018,Tolecusatellitidae,Ageratum_yellow_leaf_curl_betasatellite
Ageratum yellow vein China betasatellite,NC_007067,complete,isolate:G66,-,1323,1,19,land plants,05/19/2005,08/13/2018,Tolecusatellitidae,Ageratum_yellow_vein_China_betasatellite
Ageratum yellow vein India betasatellite,NC_043428,complete,-,-,1353,1,-,land plants,04/25/2003,06/28/2019,Tolecusatellitidae,Ageratum_yellow_vein_India_betasatellite
Ageratum yellow vein Sri Lanka betasatellite,NC_043429,complete,-,-,1351,1,-,land plants,05/10/2004,06/28/2019,Tolecusatellitidae,Ageratum_yellow_vein_Sri_Lanka_betasatellite
Ageratum yellow vein betasatellite,NC_003403,complete,-,-,1347,1,7,land plants,06/10/2000,08/13/2018,Tolecusatellitidae,Ageratum_yellow_vein_betasatellite
Alternanthera yellow vein betasatellite,NC_009562,complete,-,-,1344,1,-,land plants,06/14/2007,08/13/2018,Tolecusatellitidae,Alternanthera_yellow_vein_betasatellite
Andrographis yellow vein leaf curl betasatellite,NC_023876,complete,-,-,1379,1,3,land plants,04/03/2014,08/13/2018,Tolecusatellitidae,Andrographis_yellow_vein_leaf_curl_betasatellite
Bhendi yellow vein India betasatellite [India:Aurangabad:OY164:2006],NC_014846,complete,isolate:OY164,-,1385,1,25,land plants,01/07/2011,08/13/2018,Tolecusatellitidae,Bhendi_yellow_vein_India_betasatellite_IndiaAurangabadOY1642006
Bhendi yellow vein betasatellite,NC_003405,complete,isolate:Muthuppatti,-,1353,1,15,land plants,02/03/2001,08/13/2018,Tolecusatellitidae,Bhendi_yellow_vein_betasatellite
Bhendi yellow vein mosaic betasatellite [India:Coimbator:OYCO1:2005],NC_014895,complete,isolate:OYCo1,-,1373,1,58,land plants,01/07/2011,08/13/2018,Tolecusatellitidae,Bhendi_yellow_vein_mosaic_betasatellite_IndiaCoimbatorOYCO12005
Bitter gourd leaf curl betasatellite,NC_007655,complete,-,-,1354,1,1,land plants,12/19/2005,08/13/2018,Tolecusatellitidae,Bitter_gourd_leaf_curl_betasatellite
Luffa puckering and leaf distortion-associated DNA beta,NC_007459,complete,-,-,1358,1,1,land plants,10/05/2005,03/28/2016,Tolecusatellitidae,Luffa_puckering_and_leaf_distortion-associated_DNA_beta
Cardiospermum yellow leaf curl betasatellite,NC_010297,complete,-,-,1338,1,-,land plants,01/27/2008,08/13/2018,Tolecusatellitidae,Cardiospermum_yellow_leaf_curl_betasatellite
Chayote yellow mosaic Benin betasatellite,NC_030309,complete,isolate:Cameroon-Kumba-Papaya-20-14,-,1367,1,1,land plants,06/17/2016,08/13/2018,Tolecusatellitidae,Chayote_yellow_mosaic_Benin_betasatellite
Chili leaf curl Bhatinda betasatellite,NC_021345,complete,isolate:AnAv,-,1224,1,-,land plants,06/03/2013,08/13/2018,Tolecusatellitidae,Chili_leaf_curl_Bhatinda_betasatellite
Chili leaf curl Sri Lanka betasatellite,NC_038676,complete,isolate:CL-15,-,1371,1,-,land plants,08/24/2018,08/24/2018,Tolecusatellitidae,Chili_leaf_curl_Sri_Lanka_betasatellite
Chili leaf curl betasatellite,NC_005048,complete,-,-,1387,1,59,land plants,07/25/2003,08/13/2018,Tolecusatellitidae,Chili_leaf_curl_betasatellite
Codiaeum leaf curl betasatellite,NC_055549,complete,isolate:AA2,-,1369,1,-,land plants,06/01/2021,06/07/2021,Tolecusatellitidae,Codiaeum_leaf_curl_betasatellite
Corchorus yellow vein mosaic betasatellite,NC_020475,complete,isolate:Maharashtra,-,1390,1,1,land plants,03/08/2013,08/13/2018,Tolecusatellitidae,Corchorus_yellow_vein_mosaic_betasatellite
Cotton leaf curl Bangalore betasatellite,NC_007219,complete,-,-,1355,1,2,land plants,08/02/2005,08/13/2018,Tolecusatellitidae,Cotton_leaf_curl_Bangalore_betasatellite
Cotton leaf curl Burewala betasatellite,NC_013802,complete,-,-,1354,1,9,land plants,02/08/2010,08/13/2018,Tolecusatellitidae,Cotton_leaf_curl_Burewala_betasatellite
Cotton leaf curl Gezira betasatellite,NC_006935,complete,isolate:CLC55-C,-,1348,1,32,land plants,04/07/2005,08/13/2018,Tolecusatellitidae,Cotton_leaf_curl_Gezira_betasatellite
Cotton leaf curl Multan betasatellite,NC_009535,complete,isolate:G6,-,1346,1,372,land plants,06/07/2007,08/13/2018,Tolecusatellitidae,Cotton_leaf_curl_Multan_betasatellite
Cowpea severe leaf curl-associated DNA beta,NC_006952,complete,-,-,1379,1,-,land plants,04/07/2005,08/13/2018,Tolecusatellitidae,Cowpea_severe_leaf_curl-associated_DNA_beta
Croton yellow vein mosaic betasatellite,NC_008579,complete,-,-,1346,1,51,land plants,11/07/2006,06/04/2019,Tolecusatellitidae,Croton_yellow_vein_mosaic_betasatellite
Cucurbita yellow vein virus-associated DNA beta,NC_005875,complete,-,-,667,-,-,land plants,05/10/2004,08/13/2018,Tolecusatellitidae,Cucurbita_yellow_vein_virus-associated_DNA_beta
Deltasatellite sat-603,NC_043205,complete,isolate:603N1,-,694,-,3,land plants,06/28/2019,06/28/2019,Tolecusatellitidae,Deltasatellite_sat-603
Desmodium leaf distortion deltasatellite,NC_055550,complete,isolate:Cuba-Corchorus 704H1-2013,-,666,-,-,land plants,06/01/2021,06/01/2021,Tolecusatellitidae,Desmodium_leaf_distortion_deltasatellite
Emilia yellow vein Fujian betasatellite,NC_055560,complete,isolate:Zz01,-,1333,1,-,land plants,06/01/2021,06/07/2021,Tolecusatellitidae,Emilia_yellow_vein_Fujian_betasatellite
Emilia yellow vein virus-associated DNA beta,NC_012666,complete,isolate:Fz1,-,1337,1,-,land plants,05/12/2009,08/13/2018,Tolecusatellitidae,Emilia_yellow_vein_virus-associated_DNA_beta
Erectites yellow mosaic virus satellite DNA beta,NC_009559,complete,-,-,1342,1,-,land plants,06/14/2007,08/13/2018,Tolecusatellitidae,Erectites_yellow_mosaic_virus_satellite_DNA_beta
Eupatorium yellow vein betasatellite,NC_004515,complete,isolate:Fukuoka-MNS2,-,1356,1,1,land plants,01/06/2003,08/13/2018,Tolecusatellitidae,Eupatorium_yellow_vein_betasatellite
Eupatorium yellow vein mosaic betasatellite,NC_038677,complete,isolate:Suya-2003,-,1359,1,-,land plants,08/24/2018,08/24/2018,Tolecusatellitidae,Eupatorium_yellow_vein_mosaic_betasatellite
French bean leaf curl betasatellite-Kanpur,NC_018091,complete,isolate:FbLCbeta,-,1379,1,-,land plants,06/28/2012,08/13/2018,Tolecusatellitidae,French_bean_leaf_curl_betasatellite-Kanpur
Hedyotis yellow mosaic betasatellite,NC_023015,complete,isolate:VN1,-,1348,2,-,land plants,12/10/2013,08/13/2018,Tolecusatellitidae,Hedyotis_yellow_mosaic_betasatellite
Hibiscus vein enation betasatellite,NC_055547,complete,-,-,1355,1,-,land plants,06/01/2021,06/07/2021,Tolecusatellitidae,Hibiscus_vein_enation_betasatellite
Honeysuckle yellow vein beta-[Japan:Fukui:2001],NC_009449,complete,isolate:Fukui,-,1336,1,2,land plants,05/11/2007,08/13/2018,Tolecusatellitidae,Honeysuckle_yellow_vein_beta-JapanFukui2001
Honeysuckle yellow vein betasatellite,NC_005052,complete,-,-,1344,1,2,land plants,07/25/2003,08/13/2018,Tolecusatellitidae,Honeysuckle_yellow_vein_betasatellite
Honeysuckle yellow vein mosaic betasatellite,NC_005953,complete,isolate:HY-12,-,1262,1,-,land plants,06/30/2004,08/29/2018,Tolecusatellitidae,Honeysuckle_yellow_vein_mosaic_betasatellite
Honeysuckle yellow vein mosaic disease associated satellite DNA beta,NC_009571,complete,isolate:Ibaraki,-,1346,1,-,land plants,06/15/2007,08/13/2018,Tolecusatellitidae,Honeysuckle_yellow_vein_mosaic_disease_associated_satellite_DNA_beta
Ipomea begomovirus satellite 1,NC_043203,complete,isolate:PR3-2,-,731,-,-,land plants,06/28/2019,06/28/2019,Tolecusatellitidae,Ipomea_begomovirus_satellite_1
Leucas zeylanica yellow vein virus satellite DNA beta,NC_013424,complete,-,-,1363,1,-,land plants,12/09/2009,08/13/2018,Tolecusatellitidae,Leucas_zeylanica_yellow_vein_virus_satellite_DNA_beta
Lindernia anagallis yellow vein betasatellite,NC_009561,complete,-,-,1346,1,-,land plants,06/14/2007,08/13/2018,Tolecusatellitidae,Lindernia_anagallis_yellow_vein_betasatellite
Ludwigia leaf distortion betasatellite [India:Amadalavalasa:Hibiscus:2007],NC_010569,complete,-,-,1362,1,27,land plants,04/08/2008,08/13/2018,Tolecusatellitidae,Ludwigia_leaf_distortion_betasatellite_IndiaAmadalavalasaHibiscus2007
Ludwigia yellow vein virus-associated DNA beta,NC_007212,complete,isolate:G37,-,1347,1,-,land plants,07/21/2005,08/13/2018,Tolecusatellitidae,Ludwigia_yellow_vein_virus-associated_DNA_beta
Luffa begomovirus betasatellite,NC_028130,complete,isolate:WOK73,-,1353,1,-,land plants,10/30/2015,08/13/2018,Tolecusatellitidae,Luffa_begomovirus_betasatellite
Luffa puckering and leaf distortion-associated betasatellite [India:Gurdaspur:Okra:2013],NC_024373,complete,isolate:India:Gurdaspur:Okra:2013,-,1353,1,-,land plants,06/23/2014,08/13/2018,Tolecusatellitidae,Luffa_puckering_and_leaf_distortion-associated_betasatellite_IndiaGurdaspurOkra2013
Malachra yellow vein mosaic betasatellite,NC_028128,complete,isolate:OK113,-,1353,1,-,land plants,10/30/2015,08/13/2018,Tolecusatellitidae,Malachra_yellow_vein_mosaic_betasatellite
Malachra yellow vein mosaic virus-associated satellite DNA beta,NC_010328,complete,isolate:Barrackpore,-,1339,1,-,land plants,02/11/2008,08/13/2018,Tolecusatellitidae,Malachra_yellow_vein_mosaic_virus-associated_satellite_DNA_beta
Malvastrum leaf curl Guangdong betasatellite,NC_023896,complete,isolate:G8,-,1344,1,-,land plants,04/07/2014,08/13/2018,Tolecusatellitidae,Malvastrum_leaf_curl_Guangdong_betasatellite
Malvastrum leaf curl betasatellite,NC_007711,complete,isolate:G87,-,1354,1,1,land plants,01/07/2006,08/13/2018,Tolecusatellitidae,Malvastrum_leaf_curl_betasatellite
Malvastrum leaf curl virus-associated defective DNA beta,NC_007725,complete,isolate:G87,-,895,-,1,land plants,01/16/2006,08/13/2018,Tolecusatellitidae,Malvastrum_leaf_curl_virus-associated_defective_DNA_beta
Malvastrum leaf curl deltasatellite,NC_021929,complete,isolate:Mc1,-,673,-,-,land plants,08/06/2013,08/13/2018,Tolecusatellitidae,Malvastrum_leaf_curl_deltasatellite
Malvastrum yellow vein Chitwan betasatellite,NC_028875,complete,-,-,1317,1,-,land plants,01/05/2016,12/24/2018,Tolecusatellitidae,Malvastrum_yellow_vein_Chitwan_betasatellite
Malvastrum yellow vein Yunnan virus satellite DNA beta,NC_006632,complete,isolate:Y160,-,1350,1,28,land plants,01/08/2005,08/13/2018,Tolecusatellitidae,Malvastrum_yellow_vein_Yunnan_virus_satellite_DNA_beta
Malvastrum yellow vein betasatellite,NC_004733,complete,isolate:Y47,-,1348,1,37,land plants,01/20/2003,08/13/2018,Tolecusatellitidae,Malvastrum_yellow_vein_betasatellite
Mesta yellow vein mosaic virus-associated DNA beta,NC_009903,complete,isolate:Basirhat,-,1354,1,-,land plants,10/10/2007,08/13/2018,Tolecusatellitidae,Mesta_yellow_vein_mosaic_virus-associated_DNA_beta
Mimosa yellow leaf curl virus satellite DNA beta,NC_009556,complete,-,-,1358,1,-,land plants,06/14/2007,08/13/2018,Tolecusatellitidae,Mimosa_yellow_leaf_curl_virus_satellite_DNA_beta
Mirabilis leaf curl India virus associated betasatellite,NC_024490,complete,isolate:Pragpur,-,1406,1,-,land plants,07/20/2014,08/13/2018,Tolecusatellitidae,Mirabilis_leaf_curl_India_virus_associated_betasatellite
Mirabilis leaf curl betasatellite,NC_038924,complete,isolate:Himachal,-,1367,1,-,land plants,07/20/2014,08/24/2018,Tolecusatellitidae,Mirabilis_leaf_curl_betasatellite
Mungbean yellow mosaic India virus associated betasatellite [India: Faizabad: Cow Pea:2012],NC_018869,complete,isolate:India:Faizabad:Cow Pea:2012,-,1360,1,-,land plants,10/17/2012,08/13/2018,Tolecusatellitidae,Mungbean_yellow_mosaic_India_virus_associated_betasatellite_India_Faizabad_Cow_Pea2012
New World begomovirus associated satellite DNA isolate 228H1,NC_043201,complete,isolate:228H1,-,677,-,-,land plants,06/28/2019,06/28/2019,Tolecusatellitidae,New_World_begomovirus_associated_satellite_DNA_isolate_228H1
New World begomovirus associated satellite DNA isolate 404N1,NC_043204,complete,isolate:404N1,-,685,-,-,land plants,06/28/2019,06/28/2019,Tolecusatellitidae,New_World_begomovirus_associated_satellite_DNA_isolate_404N1
New World begomovirus associated satellite DNA isolate 412N1,NC_043202,complete,isolate:412N1,-,686,-,-,land plants,06/28/2019,06/28/2019,Tolecusatellitidae,New_World_begomovirus_associated_satellite_DNA_isolate_412N1
New World begomovirus associated satellite DNA isolate H1,NC_043200,complete,isolate:H1,-,687,-,-,land plants,06/28/2019,06/28/2019,Tolecusatellitidae,New_World_begomovirus_associated_satellite_DNA_isolate_H1
Okra enation leaf curl betasatellite [India:Sonipat:EL10:2006],NC_014896,complete,isolate:EL10,-,1354,1,21,land plants,01/07/2011,08/13/2018,Tolecusatellitidae,Okra_enation_leaf_curl_betasatellite_IndiaSonipatEL102006
Okra leaf curl Mali virus satellite DNA beta,NC_009731,complete,-,-,1346,1,12,land plants,08/06/2007,08/13/2018,Tolecusatellitidae,Okra_leaf_curl_Mali_virus_satellite_DNA_beta
Okra leaf curl Oman betasatellite,NC_038678,complete,isolate:OKB-1,-,1351,1,-,land plants,08/24/2018,08/24/2018,Tolecusatellitidae,Okra_leaf_curl_Oman_betasatellite
Okra leaf curl betasatellite,NC_004093,complete,-,-,1305,1,13,land plants,08/02/2002,08/13/2018,Tolecusatellitidae,Okra_leaf_curl_betasatellite
Okra yellow vein disease associated sequence,NC_005051,complete,-,-,1307,1,1,land plants,07/25/2003,08/13/2018,Tolecusatellitidae,Okra_yellow_vein_disease_associated_sequence
Papaya leaf curl China betasatellite [China:Hainan:2014],NC_038679,complete,isolate:China:Hainan:2014,-,1350,1,1,land plants,08/24/2018,08/24/2018,Tolecusatellitidae,Papaya_leaf_curl_China_betasatellite_ChinaHainan2014
Papaya leaf curl betasatellite,NC_004706,complete,-,-,1372,1,69,land plants,04/10/2003,08/13/2018,Tolecusatellitidae,Papaya_leaf_curl_betasatellite
Papaya leaf curl betasatellite-Panipat 6 [India:Panipat:Papaya:2008],NC_038680,complete,isolate:Panipat-6,-,1333,1,-,land plants,08/24/2018,06/04/2019,Tolecusatellitidae,Papaya_leaf_curl_betasatellite-Panipat_6_IndiaPanipatPapaya2008
Pea leaf distortion betasatellite,NC_033618,complete,-,-,1347,1,5,land plants,02/02/2017,08/13/2018,Tolecusatellitidae,Pea_leaf_distortion_betasatellite
Pepper leaf curl Yunnan virus satellite DNA beta,NC_010619,complete,isolate:YN323,-,1196,1,2,land plants,04/23/2008,08/13/2018,Tolecusatellitidae,Pepper_leaf_curl_Yunnan_virus_satellite_DNA_beta
Pepper leaf curl virus satellite DNA beta,NC_010235,complete,-,-,1361,1,1,land plants,01/09/2008,08/13/2018,Tolecusatellitidae,Pepper_leaf_curl_virus_satellite_DNA_beta
Potato apical leaf curl disease-associated satellite DNA beta,NC_008605,complete,isolate:Meerut,-,1367,1,-,land plants,12/04/2006,08/13/2018,Tolecusatellitidae,Potato_apical_leaf_curl_disease-associated_satellite_DNA_beta
Radish leaf curl betasatellite,NC_010239,complete,isolate:Varanasi,-,1358,1,5,land plants,01/09/2008,08/13/2018,Tolecusatellitidae,Radish_leaf_curl_betasatellite
Rhynchosia yellow mosaic betasatellite,NC_038681,complete,-,-,1359,1,-,land plants,08/24/2018,08/24/2018,Tolecusatellitidae,Rhynchosia_yellow_mosaic_betasatellite
Rose leaf curl betasatellite,NC_024695,complete,isolate:AS23,-,1349,1,2,land plants,08/13/2014,08/13/2018,Tolecusatellitidae,Rose_leaf_curl_betasatellite
